id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3781,Rental unit in Boston · ★4.96 · 1 bedroom · 1 bed · 1 bath,4804,Frank,,East Boston,42.36413,-71.02991,Entire home/apt,125,29,24,2022-09-05,0.23,1,271,0,
5506,Guest suite in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,8229,Terry,,Roxbury,42.32844,-71.09581,Entire home/apt,135,3,122,2023-11-18,0.68,10,87,4,STR-490093
6695,Condo in Boston · ★4.81 · Studio · 2 beds · 1 bath,8229,Terry,,Roxbury,42.32802,-71.09387,Entire home/apt,179,3,127,2023-10-28,0.73,10,107,4,STR-491702
8789,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,26988,Anne,,Beacon Hill,42.35867,-71.06307,Entire home/apt,91,91,27,2023-08-31,0.24,9,237,2,
10813,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,38997,Michelle,,Back Bay,42.35061,-71.08787,Entire home/apt,86,32,5,2023-11-19,0.09,11,365,1,
10986,Condo in Boston · Studio · 1 bed · 1 bath,38997,Michelle,,North End,42.36377,-71.05206,Entire home/apt,86,32,0,,,11,169,0,
18711,Rental unit in Boston · ★4.31 · 3 bedrooms · 3 beds · 1 bath,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,139,30,52,2023-08-19,0.31,27,245,1,
29765,Rental unit in Boston · ★4.97 · 1 bedroom · 1 bed · 1 bath,128280,Elizabeth,,Charlestown,42.37754,-71.06642,Entire home/apt,266,2,101,2023-09-13,0.61,1,2,1,STR-454024
40601,Home in Boston · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,174986,Robert,,Jamaica Plain,42.31347,-71.11082,Private room,100,29,98,2023-11-27,0.60,1,282,7,STR-461832
45987,Rental unit in Charlestown · ★4.65 · 1 bedroom · 1 bath,205107,Atef,,Charlestown,42.37424,-71.06081,Entire home/apt,100,29,137,2023-08-08,0.84,1,87,2,STR-409822
47521,Home in Dorchester · ★4.45 · 3 bedrooms · 3 beds · 1.5 shared baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,55,1,333,2023-11-05,2.06,8,259,1,STR-492781
60029,Rental unit in Boston · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,80,29,144,2023-11-12,0.91,4,179,2,STR-415714
60356,Rental unit in Boston · ★4.84 · 1 bedroom · 1 bed · 1 bath,26988,Anne,,Beacon Hill,42.35894,-71.0631,Entire home/apt,100,32,19,2020-09-08,0.15,9,218,0,
67774,Condo in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,26988,Anne,,Downtown,42.35689,-71.06206,Entire home/apt,105,91,48,2022-12-24,0.36,9,104,1,
77681,Rental unit in Boston · ★4.36 · 1 bedroom · 1 bed · 1 bath,416912,Christiane,,Charlestown,42.37865,-71.06373,Private room,140,29,71,2023-11-04,0.48,1,365,8,STR-415924
77691,Home in Boston · ★4.41 · 3 bedrooms · 3 beds · 1.5 baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,60,1,299,2022-07-22,1.92,8,229,0,STR-492781
163941,Condo in Boston · ★4.68 · 2 bedrooms · 3 beds · 1 bath,8229,Terry,,Roxbury,42.32806,-71.09423,Entire home/apt,275,3,268,2023-11-20,1.78,10,139,19,STR-446659
179244,Home in Boston · ★4.43 · 1 bedroom · 1 bed · 1 private bath,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,71,1,109,2022-10-23,0.73,8,71,0,STR-457920
179245,Townhouse in Boston · ★4.49 · 2 bedrooms · 2 beds · 2 baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,65,1,64,2022-10-23,0.43,8,241,0,Exempt: This listing is a hotel or motel
184893,Bed and breakfast in Charlestown · 1 bedroom · 1 bed · 1 bath,887148,Dawn,,Charlestown,42.37823,-71.06778,Private room,328,4,0,,,3,90,0,STR-539322
197727,Condo in Boston · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,964356,Jill,,Jamaica Plain,42.31331,-71.12061,Private room,58,30,57,2023-10-31,0.38,1,77,5,
197972,Rental unit in Boston · ★4.87 · 1 bedroom · 1 bed · 1 bath,965697,Chris & Kristina,,Jamaica Plain,42.31533,-71.11025,Entire home/apt,116,3,479,2023-11-26,3.23,2,74,22,STR-409453
205894,Home in Boston · ★4.44 · 3 bedrooms · 1 bed · 1.5 shared baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,62,1,216,2023-11-22,1.44,8,211,1,STR-457920
210097,Home in Boston · ★4.88 · Studio · 1 bed · 1 bath,1035747,Maria Elena,,Jamaica Plain,42.31685,-71.10867,Entire home/apt,139,29,289,2023-11-13,1.94,1,0,34,STR-414064
220676,Townhouse in Boston · ★4.93 · 1 bedroom · 1 bed · 1 private bath,1144302,Howard,,North End,42.36614,-71.05226,Private room,195,3,323,2023-10-29,2.17,1,89,30,STR-454055
257588,Rental unit in Boston · ★4.85 · 2 bedrooms · 4 beds · 1 bath,1355344,Meri,,South Boston,42.33255,-71.04125,Entire home/apt,300,2,462,2023-11-26,3.32,1,222,42,STR-411297
297994,Home in Boston · ★4.53 · 2 bedrooms · 2 beds · 1 bath,1536237,Albert,,South Boston,42.33583,-71.05271,Entire home/apt,190,28,53,2023-11-19,0.37,1,88,19,STR-494323
315982,Townhouse in Boston · ★4.36 · 2 bedrooms · 2 beds · 2 baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,187,1,120,2022-10-24,0.84,8,342,0,STR-457920
377474,Home in Boston · ★4.55 · 3 bedrooms · 3 beds · 1.5 baths,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,45,1,68,2023-12-11,0.49,8,0,34,STR-492781
447826,Home in Boston · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,75,5,390,2023-11-10,2.79,1,221,28,STR-459697
496022,Home in Boston · ★4.93 · 1 bedroom · 1 bed · 1 private bath,1956464,Maria,,Jamaica Plain,42.31062,-71.1176,Private room,,91,16,2016-06-26,0.13,1,0,0,
507525,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,8,2013-07-01,0.06,1,0,0,
530983,Home in Boston · ★4.40 · 5 bedrooms · 5 beds · 2 baths,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,262,30,65,2019-10-29,0.48,27,206,0,
533152,Rental unit in Boston · ★4.60 · 2 bedrooms · 2 beds · 1 bath,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,131,30,63,2023-09-19,0.53,27,357,3,
561769,Rental unit in Boston · ★4.28 · 3 bedrooms · 7 beds · 1 bath,71783,Lance,,Dorchester,42.31371,-71.06126,Entire home/apt,126,30,65,2022-12-29,0.47,27,314,1,
579605,Rental unit in Boston · ★4.43 · 2 bedrooms · 2 beds · 1 bath,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,139,30,58,2023-08-14,0.42,27,351,1,
583255,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,306407,Valery,,Brighton,42.34096,-71.14647,Entire home/apt,,91,11,2017-07-05,0.08,1,0,0,
601763,Rental unit in Boston · ★4.56 · 3 bedrooms · 6 beds · 1 bath,71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,141,30,43,2022-12-31,0.53,27,340,1,
611081,Boat in Boston · ★4.80 · 1 bedroom · 4 beds · 1 bath,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,180,2,96,2023-12-04,1.09,3,345,26,STR-416892
619142,Home in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,501427,Joe,,Charlestown,42.377338,-71.063095,Entire home/apt,175,3,181,2023-09-30,1.31,1,1,12,STR-529113
646087,Townhouse in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3236611,Ingrid,,South Boston,42.33451,-71.04983,Private room,213,1,8,2022-05-30,0.09,1,173,0,STR-398090
708802,Rental unit in Charlestown · ★4.91 · 1 bedroom · 2 beds · 1 bath,3648427,Gerard  And Marie,,Charlestown,42.37826919555664,-71.06332397460938,Entire home/apt,214,2,446,2023-12-16,3.28,1,0,37,STR-401905
743211,Home in Boston · ★4.84 · 4 bedrooms · 5 beds · 2.5 baths,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,689,3,77,2023-10-26,0.59,2,233,8,STR-454183
750438,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 private bath,3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,115,2,264,2023-11-12,2.06,1,360,29,STR-523680
753446,Condo in Roslindale · ★4.82 · 1 bedroom · 2 beds · 1 shared bath,3962517,Sami,,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.41,1,365,0,STR-397984
789843,Condo in Boston · ★4.94 · 1 bedroom · 1 bed · 1 bath,4161865,Ally,,Back Bay,42.35244,-71.0852,Entire home/apt,236,2,81,2023-11-25,0.72,1,0,42,STR-467813
801680,Condo in Boston · ★4.85 · Studio · 1 bed · 1 bath,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,132,3,67,2023-09-09,0.50,10,153,4,STR446651
820073,Loft in Boston · ★4.96 · 1 bedroom · 2 beds · 2 baths,1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,226,2,134,2023-12-14,1.03,2,0,55,STR-411359
849408,Rental unit in Boston · ★4.85 · 3 bedrooms · 5 beds · 2 baths,4434391,Damon,,Roslindale,42.29038,-71.13919,Entire home/apt,295,4,93,2023-11-26,0.77,2,89,15,STR-456742
863788,Condo in Boston · ★5.0 · 2 bedrooms · 2 beds · 2 baths,775932,Andy & Daljit,,South End,42.344162,-71.070381,Entire home/apt,595,28,23,2023-09-26,0.18,1,16,6,STR-397937
891661,Rental unit in Boston · ★4.70 · 1 bedroom · 2 beds · 1 bath,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,115,29,613,2023-10-28,4.68,1,0,49,STR-400168
894539,Bed and breakfast in Roslindale · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,100,29,63,2022-08-30,0.51,2,47,0,STR-408484
973695,Condo in Boston · ★4.76 · 1 bedroom · 2 beds · 1 private bath,1760577,Claire,,Downtown,42.359764099121094,-71.06116485595703,Private room,200,91,61,2022-09-11,0.49,1,365,0,
989163,Aparthotel in Boston · ★4.85 · Studio · 1 bed · 1 bath,5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,184,2,78,2023-11-17,0.62,7,132,8,
1055627,Rental unit in Boston · ★4.25 · 1 bedroom · 1 bed · 1 bath,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,,91,8,2018-09-09,0.06,2,0,0,
1071235,Rental unit in Jamaica Plain · ★4.82 · 1 bedroom · 1 bed · 1 bath,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,113,3,327,2020-03-17,2.53,2,167,0,STR-409453
1077105,Rental unit in Boston · Studio · 1 bed · 1 bath,5927277,J,,South End,42.34022,-71.075,Entire home/apt,,91,0,,,1,0,0,
1090545,Home in Boston · ★4.63 · 1 bedroom · 1 bed · 1 private bath,1984434,Irene,,Back Bay,42.34475,-71.08204,Private room,214,29,117,2019-12-06,0.91,2,364,0,STR-398748
1092093,Rental unit in Boston · ★4.68 · 1 bedroom · 1 bed · 2 baths,26988,Anne,,Mission Hill,42.33395767211914,-71.10222625732422,Entire home/apt,105,91,31,2023-04-30,0.24,9,306,1,
1109224,Rental unit in Boston · ★4.74 · 4 bedrooms · 6 beds · 2 baths,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,519,2,91,2023-10-29,0.73,1,217,3,STR-399217
1130279,Rental unit in Boston · ★4.75 · 3 bedrooms · 3 beds · 1 bath,2494599,Trisha,,North End,42.36489,-71.05198,Entire home/apt,539,2,145,2023-11-09,1.13,1,0,40,STR-466324
1252489,Rental unit in Boston · ★4.92 · 1 bedroom · 1 bed · 1 bath,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,,91,64,2017-08-28,0.50,1,0,0,
1275498,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,197,2,101,2023-11-09,0.80,7,137,18,Exempt: This listing is a hotel or motel
1303261,Rental unit in Boston · ★4.45 · 1 bedroom · 2 beds · 1 bath,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.19,1,358,0,
1321422,Rental unit in Dorchester · ★4.88 · 2 bedrooms · 4 beds · 1 bath,6608084,CarneyFamily,,Dorchester,42.30907,-71.04674,Entire home/apt,120,1,615,2023-12-17,4.85,2,80,15,STR-487240
1374434,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,70,29,45,2023-08-09,0.36,4,179,3,STR-415714
1374466,Home in Boston · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,72,29,45,2023-11-23,0.37,4,84,5,STR-415714
1403408,Home in Boston · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,29,26,2023-10-22,0.21,4,172,3,STR-415714
1425973,Home in Boston · ★4.79 · 2 bedrooms · 2 beds · 2.5 shared baths,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,449,2,39,2023-10-22,0.31,1,76,5,STR-446784
1445064,Rental unit in Boston · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,65,29,115,2023-09-23,0.92,1,270,4,
1472520,Home in Boston · ★4.87 · 1 bedroom · 2 beds · 1 private bath,6608084,CarneyFamily,,Dorchester,42.30856,-71.04646,Private room,70,1,667,2023-11-19,5.30,2,0,43,STR-487240
1544144,Townhouse in Charlestown · ★4.99 · 2 bedrooms · 3 beds · 2 baths,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,450,4,69,2023-10-29,1.09,1,24,22,STR-398614
1551205,Rental unit in Boston · ★4.85 · 2 bedrooms · 2 beds · 2 baths,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,40,2016-10-21,0.32,1,364,0,
1596470,Townhouse in Boston · ★4.98 · 3 bedrooms · 5 beds · 3 baths,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,450,4,166,2023-11-24,1.85,1,0,22,STR-466119
1596664,Townhouse in Boston · ★4.83 · 1 bedroom · 1 bed · 2 shared baths,8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,58,31,24,2022-03-31,0.35,4,124,0,STR-383293
1644031,Townhouse in Boston · ★4.84 · 1 bedroom · 1 bed · 1 private bath,79583794,Joshua,,South Boston,42.33835,-71.0472,Private room,119,1,497,2023-12-09,5.22,1,82,99,STR-401177
1668313,Home in Boston · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,,29,38,2022-02-26,0.31,2,0,0,
1682936,Rental unit in Boston · ★4.85 · 1 bedroom · 2 beds · 1.5 baths,8898973,Adriana & Gianni,,Roxbury,42.32382,-71.09641,Entire home/apt,105,30,234,2023-12-02,1.96,4,183,3,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Home in Boston · ★4.90 · 2 bedrooms · 3 beds · 1 bath,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,170,2,278,2023-12-11,2.25,1,308,23,STR-447499
1721016,Loft in Boston · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,76,29,10,2022-11-30,0.11,2,220,0,
1724900,Home in Boston · ★4.61 · 2 bedrooms · 2 beds · 1 bath,7723912,Fj,,Roslindale,42.28447,-71.13301,Entire home/apt,238,29,44,2020-11-30,0.36,2,364,0,
1810172,Home in Boston · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,8834105,Rebecca,,Roslindale,42.28127,-71.13304,Private room,69,29,45,2023-06-27,0.36,2,364,1,
1810397,Townhouse in Boston · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,995,5,50,2023-04-07,0.43,1,327,1,STR-520680
1819994,Condo in Boston · 2 bedrooms · 1 bed · 1 bath,9529655,Suzanne,,Fenway,42.34981,-71.09476,Entire home/apt,265,91,2,2018-05-24,0.02,4,363,0,
1886037,Rental unit in Boston · 2 bedrooms · 2 beds · 1.5 baths,1587128,Daniel,,Beacon Hill,42.35985,-71.0717,Entire home/apt,,91,1,2015-07-24,0.01,1,0,0,
1956275,Rental unit in Boston · ★4.41 · 3 bedrooms · 3 beds · 1.5 baths,9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,,91,105,2019-05-20,0.87,1,0,0,
2000797,Home in Boston · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,9898255,Jessica,,Dorchester,42.31465,-71.0624,Private room,90,29,200,2023-10-29,1.73,4,361,24,STR-443035
2014651,Rental unit in Boston · ★4.62 · 1 bedroom · 1 bed · 1 bath,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.31,1,365,0,
2014882,Home in Brighton · ★4.71 · 1 bedroom · 2 beds · 1 private bath,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,75,3,310,2023-11-19,2.68,2,154,32,STR-545004
2021483,Condo in Boston · ★4.85 · 2 bedrooms · 4 beds · 2 baths,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,500,1,20,2023-09-08,0.22,5,82,11,STR-461452
2021489,Condo in Boston · ★4.73 · 1 bedroom · 1 bed · 1 private bath,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,29,85,2023-08-11,0.91,5,274,1,STR-383155
2108738,Rental unit in Boston · ★4.31 · Studio · 1 bed · 1 bath,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,,91,32,2016-08-14,0.26,1,0,0,
2126053,Rental unit in Boston · ★4.84 · Studio · 1 bed · 1 bath,10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,140,29,121,2023-10-30,1.03,1,70,7,STR-395757
2141306,Rental unit in Boston · ★4.86 · 2 bedrooms · 2 beds · 1 bath,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,,91,7,2017-06-18,0.06,1,0,0,
2183117,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,11132354,Alla,,Allston,42.34995,-71.13427,Entire home/apt,130,30,52,2023-12-05,0.48,1,77,5,
2215762,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,5430185,Laura And Olivia,,South End,42.342121,-71.075073,Entire home/apt,219,3,76,2023-11-12,0.65,7,0,20,Exempt: This listing is a hotel or motel
2262752,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 bath,11554621,Gretjen,,Jamaica Plain,42.30554,-71.10685,Private room,161,31,8,2014-07-02,0.07,1,365,0,
2277821,Rental unit in Boston · ★4.96 · 2 bedrooms · 2 beds · 2 baths,9410008,Jason,,Back Bay,42.34877,-71.08418,Entire home/apt,349,10,183,2021-02-17,1.55,13,79,0,STR-441410
2292495,Rental unit in Boston · ★4.77 · 1 bedroom · 1 bed · 1 bath,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,90,33,78,2023-11-17,0.69,6,223,5,
2381143,Rental unit in Boston · ★4.89 · 1 bedroom · 1 bed · 1 bath,12165186,Masha,,Brighton,42.34391,-71.15628,Entire home/apt,60,91,9,2016-12-11,0.08,3,128,0,
2395326,Rental unit in Boston · ★4.86 · 1 bedroom · 1 bed · 1 bath,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,,29,407,2020-09-20,3.46,1,0,0,STR-416118
2410846,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,3137257,Local Furnished,,Downtown,42.35702,-71.06168,Entire home/apt,130,91,36,2020-11-25,0.31,1,155,0,
2495047,Rental unit in Boston · ★4.82 · Studio · 1 bath,5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,215,2,76,2023-11-06,0.67,7,0,15,Exempt: This listing is a hotel or motel
2526773,Rental unit in Brighton · ★4.83 · 1 bedroom · 1 bed · 1 bath,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,67,91,18,2022-08-20,0.16,3,106,0,
2658094,Rental unit in Boston · ★4.56 · 2 bedrooms · 7 beds · 1 bath,5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,149,32,145,2023-08-25,1.25,3,363,1,
2672058,Rental unit in Boston · ★4.25 · 1 bedroom · 1 bed · 1 bath,13565868,Christie,,Allston,42.35429,-71.13251,Private room,,91,12,2016-09-09,0.10,1,0,0,
2701124,Rental unit in Boston · ★4.61 · 1 bedroom · 2 beds · 1 bath,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,74,2022-07-06,0.65,1,365,0,STR-416239
2723274,Condo in Boston · ★4.88 · 2 bedrooms · 1 bed · 1 bath,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,,29,26,2019-10-27,0.22,1,0,0,STR-398102
2754975,Rental unit in Boston · ★4.87 · 1 bedroom · 2 beds · 1 bath,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,99,2018-10-10,0.86,1,108,0,
2864688,Bed and breakfast in Boston · 3 bedrooms · 4 beds · 2 baths,887148,Dawn,,Charlestown,42.38148,-71.06967,Private room,650,29,0,,,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,Home in Boston · ★4.93 · 4 bedrooms · 4 beds · 1.5 baths,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,260,2,122,2023-11-12,1.05,1,0,13,STR-429200
3028217,Rental unit in Boston · ★New · 2 bedrooms · 2 beds · 1 bath,15424706,Michelle,,Downtown,42.35745,-71.05952,Entire home/apt,150,91,0,,,1,358,0,
3164650,Guest suite in Boston · ★4.49 · 2 bedrooms · 2 beds · 1 bath,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,125,29,37,2023-05-01,0.32,7,168,3,
3193484,Rental unit in Boston · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,46,30,11,2023-11-15,0.11,27,365,2,
3229255,Rental unit in Boston · ★4.85 · 1 bedroom · 1 bed · 1 bath,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,150,2,156,2023-11-13,1.37,1,139,21,STR-544893
3294152,Guest suite in Boston · ★4.53 · 1 bedroom · 1 bed · 1 bath,9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,131,29,249,2023-10-18,2.16,4,273,23,STR-443035
3316049,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,16742781,Jerry,,South End,42.34512,-71.06492,Entire home/apt,160,91,0,,,1,179,0,
3343428,Townhouse in Boston · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,47,2,394,2023-12-09,4.06,5,68,64,STR-538100
3441982,Guest suite in Boston · ★4.93 · Studio · 2 beds · 1 bath,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,125,20,139,2023-11-22,2.19,4,15,7,STR-396299
3457722,Home in Boston · ★4.96 · 3 bedrooms · 3 beds · 1 bath,6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,,29,53,2023-07-02,0.46,1,0,2,STR-544892
3463914,Rental unit in Boston · ★4.44 · 1 bedroom · 2 beds · 1 bath,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,,91,27,2016-07-17,0.24,1,0,0,
3520353,Rental unit in Boston · ★4.80 · 1 bedroom · 1 bed · 1 bath,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,210,91,253,2022-10-02,2.21,1,363,0,
3521944,Rental unit in Brookline · ★4.67 · 1 bedroom · 2 beds · 1 bath,17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,,91,3,2014-09-14,0.03,1,0,0,
3539510,Rental unit in Boston · ★4.39 · 3 bedrooms · 3 beds · 1 bath,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,157,30,31,2019-06-13,0.28,27,126,0,
3544343,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,,91,0,,,1,0,0,
3602379,Rental unit in Boston · ★4.76 · 1 bedroom · 1 bed · 1 bath,18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,122,2,271,2023-11-27,2.42,4,0,17,STR-528095
3605045,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,18165984,Stacey,,Dorchester,42.28512,-71.07672,Shared room,200,29,3,2019-05-19,0.03,1,164,0,STR-460055
3656168,Rental unit in Boston · ★4.33 · 2 bedrooms · 1 bed · 1 shared bath,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.06,31,365,0,
3705824,Rental unit in Boston · 2 bedrooms · 1 bed · 1 shared bath,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,0,,,31,365,0,
3749523,Home in Boston · ★4.78 · 4 bedrooms · 5 beds · 3 baths,3842205,Nicolo,,Charlestown,42.37358,-71.06309,Entire home/apt,,365,281,2022-12-18,2.46,1,0,0,
3890373,Rental unit in Boston · ★4.91 · 1 bedroom · 2 beds · 1 bath,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,,29,253,2023-08-01,2.24,1,0,4,
3957602,Home in Boston (Jamaica Plain) · ★4.88 · 2 bedrooms · 2 beds · 1 private bath,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,100,29,129,2022-09-07,1.14,1,83,0,STR-399287
3965313,Home in Boston · ★4.38 · 1 bedroom · 3 beds · 2.5 shared baths,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,90,2019-11-11,1.09,1,89,0,
3968797,Home in Boston · ★4.92 · 1 bedroom · 2 beds · 1.5 shared baths,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,88,3,66,2023-09-16,0.62,2,182,7,STR-522159
3969526,Rental unit in Boston · ★4.83 · 2 bedrooms · 2 beds · 1 bath,5408229,Liesl,,South End,42.33765,-71.07434,Entire home/apt,149,29,358,2023-12-09,3.17,1,93,7,
4000384,Home in Boston · ★4.93 · 1 bedroom · 1 bed · 1 private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,110,2,196,2023-11-19,1.73,1,348,16,STR-529704
4089940,Rental unit in Boston · ★4.72 · 1 bedroom · 1 bed · 1 bath,20857768,Compass,,North End,42.36722,-71.05266,Entire home/apt,120,29,61,2023-08-20,0.54,17,104,2,Exempt: This listing is a unit used for furnished institutional or business stays
4090224,Home in Boston · ★4.91 · 3 bedrooms · 3 beds · 1.5 baths,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,230,1,927,2023-12-11,8.28,1,300,136,STR-383708
