id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2441,Home in Minneapolis · ★4.80 · 1 bedroom · 1 bed · 1 bath,2680,Emily,,Hennepin,45.00862,-93.23424,Entire home/apt,118,2,311,2023-11-12,1.80,2,41,13,STR-111974
4534,Home in Minneapolis · ★4.88 · 2 bedrooms · 2 beds · 1 private bath,5811,Rachel,,Hennepin,44.94549,-93.35586,Private room,58,2,220,2023-11-26,1.33,2,271,11,
27319,Home in Minneapolis · ★4.78 · 2 bedrooms · 2 beds · 1 shared bath,117283,Keith,,Hennepin,44.92016,-93.22899,Private room,64,2,186,2023-09-24,1.16,2,359,5,Exempt
82439,Home in Minneapolis · ★4.97 · 2 bedrooms · 2 beds · 1 private bath,117283,Keith,,Hennepin,44.91995,-93.23011,Private room,64,2,61,2023-11-11,0.40,2,359,15,Exempt
166024,Home in Minneapolis · ★4.98 · 5 bedrooms · 5 beds · 4 baths,746911,Marcel,,Hennepin,44.98274,-93.36458,Entire home/apt,411,2,51,2023-11-16,1.49,1,267,16,
166927,Home in Minneapolis · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,795329,Shannyn,,Hennepin,45.01615,-93.31824,Private room,125,2,43,2016-01-21,0.31,1,10,0,
176709,Home in St Paul · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,688403,Delia,,Ramsey,44.97483,-93.19141,Private room,75,2,33,2023-09-23,0.25,3,358,4,20180004569
178017,Home in Minneapolis · ★4.78 · 1 bedroom · 2 beds · 1 bath,540710,Leticia,,Hennepin,44.9436,-93.24872,Entire home/apt,70,30,27,2023-01-02,0.24,1,235,1,STR-400618
195230,Guest suite in St Paul · ★4.87 · 1 bedroom · 3 beds · 1.5 baths,949211,Lydia,,Ramsey,44.94764,-93.1716,Private room,41,1,363,2023-12-08,5.08,2,143,56,20180002551
317499,Castle in Saint Paul · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,1233357,Sean,,Ramsey,44.96917,-93.11233,Private room,,1,275,2023-10-08,1.92,2,0,6,20170004727
322640,Rental unit in Minneapolis · ★4.89 · 1 bedroom · 2 beds · 1 bath,119095,Alison,,Hennepin,44.94304,-93.29558,Entire home/apt,112,5,237,2023-10-02,1.64,1,0,23,LIC-366859
482236,Castle in St Paul · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,1233357,Sean,,Ramsey,44.96903,-93.11149,Private room,79,1,181,2023-10-29,1.29,2,30,2,20170004727
505750,Home in Minneapolis · ★4.94 · 4 bedrooms · 5 beds · 2.5 baths,1950187,Katie,,Hennepin,44.9307,-93.31085,Entire home/apt,475,2,230,2023-08-12,2.10,3,114,2,lic-114245
544048,Home in Minneapolis · ★4.95 · 3 bedrooms · 4 beds · 1 bath,937861,Jennie And Henry,,Hennepin,44.91917,-93.27163,Entire home/apt,190,2,205,2023-11-25,1.48,1,260,28,STR-376235
609640,Condo in Minneapolis · ★4.58 · 1 bedroom · 1 bed · 1 bath,3022975,Janene,,Hennepin,44.9243,-93.31249,Entire home/apt,70,30,12,2023-09-28,0.21,6,90,3,
697236,Home in Minneapolis · ★4.55 · 1 bedroom · 1 bed,3505142,Tang,,Hennepin,44.87712,-93.28438,Private room,40,1,64,2020-02-01,0.47,1,322,0,
741701,Home in Minneapolis · ★4.60 · 4 bedrooms · 4 beds · 1 bath,3882563,Julie,,Hennepin,44.91973,-93.32255,Entire home/apt,159,5,89,2023-11-25,0.73,1,86,7,STR-380293
746358,Guest suite in Minneapolis · ★4.97 · 2 bedrooms · 2 beds · 1 bath,3905670,Dennie & Kevin,,Hennepin,44.97199,-93.30631,Entire home/apt,183,2,382,2023-11-11,3.20,1,283,23,Exempt
752413,Home in Afton · ★4.82 · 3 bedrooms · 4 beds · 1 bath,3718783,Robin,,Washington,44.89882,-92.78704,Entire home/apt,144,30,57,2021-12-10,0.42,1,119,0,
783996,Home in Wayzata · ★4.80 · 5 bedrooms · 8 beds · 3 baths,4134260,May And Henry,,Hennepin,44.97516,-93.49155,Entire home/apt,899,2,69,2023-11-19,0.93,1,335,12,
799661,Loft in St Paul · ★4.38 · 1 bedroom · 1 bed · 1 bath,1172692,Jodi,,Ramsey,44.94986,-93.09659,Entire home/apt,84,180,13,2020-10-18,0.10,1,232,0,
862153,Guest suite in Big Lake · ★4.98 · 1 bedroom · 2 beds · 1 bath,4518528,Mary,,Wright,45.29404,-93.75288,Entire home/apt,82,2,178,2023-12-10,1.91,1,312,20,
881006,Home in Anoka · ★4.57 · 3 bedrooms · 3 beds · 1.5 baths,4660799,Jessica,,Anoka,45.19629,-93.38818,Entire home/apt,450,1,31,2023-08-26,0.25,2,298,3,
892771,Home in Anoka · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,4660799,Jessica,,Anoka,45.1959,-93.38638,Private room,,1,17,2020-05-17,0.13,2,0,0,
935367,Home in Minneapolis · ★4.42 · 4 bedrooms · 4 beds · 2 baths,5046509,Dimitri,,Hennepin,44.94502,-93.26297,Private room,149,90,97,2022-12-27,0.75,1,364,1,
979882,Home in Minneapolis · ★4.89 · 1 bedroom · 1 bed · 1 private bath,5363505,Vicki,,Hennepin,44.95477,-93.21553,Private room,80,30,97,2020-01-31,0.74,1,293,0,
1004244,Home in Minneapolis · ★4.64 · 3 bedrooms · 6 beds · 2 baths,5506919,Jennifer,,Hennepin,44.91188,-93.32313,Entire home/apt,450,4,25,2021-08-14,0.21,1,353,0,STR-072402
1042159,Rental unit in Saint Paul · ★4.62 · 1 bedroom · 2 beds · 1 bath,5737255,Sarina,,Ramsey,44.95334,-93.143,Entire home/apt,99,8,115,2023-07-31,0.90,3,168,1,20180000742
1236594,Rental unit in Minneapolis · ★4.69 · 3 bedrooms · 4 beds · 1 bath,6742086,Eliza,,Hennepin,44.96967,-93.29522,Entire home/apt,150,1,164,2023-08-25,1.28,2,76,4,LIC-358639
1256215,Home in Roseville · ★4.82 · 2 bedrooms · 2 beds · 1 bath,631231,Katherine,,Ramsey,45.00887,-93.11121,Entire home/apt,300,3,28,2017-09-05,0.22,1,364,0,
1342854,Home in Minneapolis · ★4.97 · 3 bedrooms · 3 beds · 2 baths,7283087,Laura And Ken,,Hennepin,44.99435,-93.26724,Entire home/apt,129,2,120,2023-12-03,0.95,1,0,27,STR-361951
1349064,Guest suite in Minneapolis · ★4.81 · 1 bedroom · 1 bed · 1 bath,7319271,Philip,,Hennepin,44.94093,-93.28732,Entire home/apt,49,1,343,2023-12-16,3.74,2,338,62,STR-382652
1361241,Rental unit in Minneapolis · ★4.74 · 2 bedrooms · 2 beds · 1 bath,7390103,Zach And Betsy,,Hennepin,44.96513,-93.2612,Entire home/apt,94,1,314,2023-12-10,2.47,4,169,34,LIC-276904
1489707,Home in Minneapolis · 1 bedroom · 1 bed · 2 baths,7966297,Jennifer,,Hennepin,44.89429,-93.25806,Private room,90,30,0,,,1,88,0,
1567074,Home in Saint Paul · ★4.80 · 1 bedroom · 1 bed · 1 private bath,688403,Delia,,Ramsey,44.97462,-93.18926,Private room,85,2,20,2023-09-23,0.16,3,315,1,20180004569
1570725,Home in Saint Paul · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,688403,Delia,,Ramsey,44.9768,-93.18998,Private room,75,2,41,2023-09-05,0.33,3,352,3,20180004569
1583582,Home in Minneapolis · ★4.93 · Studio · 1 bed · 1 private bath,8432798,Patrick,,Hennepin,44.96353,-93.29104,Private room,115,3,249,2023-07-05,2.01,7,41,2,STR-378882
1617494,Rental unit in Saint Paul · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,1032528,Deborah,,Ramsey,44.94932,-93.17856,Private room,25,5,58,2023-06-30,0.48,4,118,1,20190000382
1668502,Home in Minneapolis · ★4.99 · 1 bedroom · 1 bed · 1 private bath,8835547,Linda,,Hennepin,44.92187880463961,-93.26540863692803,Private room,129,2,83,2023-11-29,0.71,1,365,3,STR-000000
1682665,Home in Minneapolis · ★4.76 · 1 bedroom · 1 bed · 1 private bath,6466585,Shawnee,,Hennepin,44.9239,-93.25479,Private room,43,30,271,2018-08-14,2.29,2,146,0,
1722022,Townhouse in Edina · ★4.74 · 1 bedroom · 1 shared bath,9077814,Jai,,Hennepin,44.89459,-93.32756,Private room,83,1,23,2021-05-31,0.20,1,363,0,
1785771,Home in Minneapolis · ★4.46 · 1 bedroom · 1 bed · 1 shared bath,9372172,Cameron,,Hennepin,44.96454,-93.22647,Private room,42,30,96,2020-04-21,0.84,1,247,0,
1789183,Rental unit in Minneapolis · ★4.89 · 2 bedrooms · 3 beds · 1 bath,8432798,Patrick,,Hennepin,44.96619,-93.29349,Entire home/apt,115,3,220,2023-10-09,1.78,7,70,6,STR-115805
1789222,Rental unit in Minneapolis · ★4.95 · 1 bedroom · 1 bed · 1 bath,8432798,Patrick,,Hennepin,44.96718,-93.29291,Entire home/apt,135,3,154,2023-09-28,1.25,7,0,6,STR-115805
1797649,Home in Minneapolis · ★4.61 · 1 bedroom · 1 bed · 1 private bath,6589293,Tamara,,Hennepin,44.93674,-93.23358,Private room,49,5,23,2023-11-30,0.20,1,38,8,Exempt
1807220,Home in Saint Paul · ★4.88 · 1 bedroom · 1 bed · 2.5 baths,7374035,Sandra,,Ramsey,44.93052,-93.19109,Private room,78,2,165,2023-09-24,1.34,1,319,10,20180000064
1836592,Rental unit in Minneapolis · ★4.98 · 2 bedrooms · 1 bed · 1 bath,8432798,Patrick,,Hennepin,44.96658,-93.29519,Entire home/apt,135,3,83,2023-10-08,0.68,7,62,8,STR-115805
1836994,Guest suite in Minneapolis · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,9603972,Steve And Tom,,Hennepin,44.96693,-93.21015,Entire home/apt,113,3,452,2023-11-04,3.81,1,86,18,LIC-148295
1841045,Rental unit in Saint Paul · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,1032528,Deborah,,Ramsey,44.95053,-93.1786,Private room,32,7,98,2023-10-24,0.81,4,344,3,20190000382
1884315,Home in Saint Paul · 2 bedrooms · 2 beds · 1.5 baths,886,Geraldine,,Ramsey,44.93721,-93.15976,Entire home/apt,,60,1,2016-02-01,0.01,1,0,0,
1907149,Home in Minneapolis · ★4.29 · 3 bedrooms · 3 beds · 1 bath,8562602,Christine,,Hennepin,44.95657,-93.28644,Entire home/apt,89,30,7,2017-01-02,0.06,7,31,0,
1975228,Rental unit in Minneapolis · 2 bedrooms · 2 beds · 1 bath,10216836,Cheryl,,Hennepin,45.05908,-93.39471,Entire home/apt,,60,2,2021-12-31,0.02,1,0,0,
2011072,Home in Minneapolis · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1122705,Heidi,,Hennepin,44.9665,-93.24568,Private room,70,2,289,2023-11-14,2.58,2,341,22,Exempt
2176892,Home in Minneapolis · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,3803914,Jenny,,Hennepin,44.94541,-93.25272,Private room,39,1,106,2023-08-27,0.93,3,27,11,Exempt
2203701,Home in Minneapolis · ★4.78 · 2 bedrooms · 2 beds · 1 bath,11243369,Alex,,Hennepin,44.96991,-93.30382,Entire home/apt,288,30,18,2021-08-28,0.15,3,365,0,
2216919,Home in Minneapolis · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,3460682,Sunit,,Hennepin,44.98565,-93.24294,Private room,24,31,241,2023-05-14,2.27,3,77,1,
2221521,Home in Minneapolis · ★4.50 · 1 bedroom · 1 bed · 2 baths,3460682,Sunit,,Hennepin,44.98559,-93.24238,Private room,25,30,260,2022-09-08,2.17,3,201,0,
2221587,Home in Minneapolis · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,1122705,Heidi,,Hennepin,44.96673,-93.24587,Private room,65,2,236,2023-12-07,2.04,2,337,28,Exempt
2261339,Home in Minneapolis · ★4.61 · 1 bedroom · 1 bed · 2 shared baths,8562602,Christine,,Hennepin,44.95609,-93.28915,Private room,31,30,41,2023-05-30,0.34,7,293,3,
2266340,Home in Cambridge · 2 bedrooms · 3 beds · 2 baths,11572783,David,,Isanti,45.57269,-93.40501,Entire home/apt,245,7,2,2021-01-01,0.05,1,358,0,
2268111,Home in River Falls · ★4.91 · 1 bedroom · 1 bed · 1 private bath,11549522,Claire,,Pierce,44.85077,-92.63448,Private room,59,1,112,2023-10-08,1.42,1,107,25,
2310965,Home in Saint Paul · ★4.68 · 3 bedrooms · 3 beds · 1 bath,10294911,Eduardo,,Ramsey,44.98211,-93.13353,Entire home/apt,100,21,25,2022-10-24,0.21,1,67,0,20190001461
2329292,Home in Minneapolis · ★4.14 · 2 bedrooms · 1 bed · 1 shared bath,8562602,Christine,,Hennepin,44.95589,-93.2868,Private room,29,30,42,2023-10-23,0.35,7,293,1,
2356359,Home in Saint Paul · ★4.94 · 2 bedrooms · 2 beds · 1 bath,12032844,Douglas,,Ramsey,44.98661,-93.19998,Entire home/apt,178,2,448,2023-12-05,3.76,1,72,37,
2396616,Boutique hotel in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 private bath,12243618,Whitney,,Ramsey,44.94844,-93.11447,Private room,209,2,38,2023-08-05,0.52,4,342,3,2011-008637
2437421,Boutique hotel in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 private bath,12243618,Whitney,,Ramsey,44.94851,-93.11491,Private room,203,2,16,2023-09-03,0.15,4,352,1,2011-008637
2461261,Home in Saint Paul · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,12585390,Urban,,Ramsey,44.94363,-93.14954,Private room,85,1,37,2022-01-23,0.32,2,293,0,20170004580
2590405,Home in Minneapolis · ★5.0 · 2 bedrooms · 2 beds · 1 bath,115268,Nancy,,Hennepin,44.94435,-93.30252,Entire home/apt,204,7,10,2023-10-31,0.13,3,82,5,STR-400717
2626184,Bed and breakfast in Inver Grove Heights · ★4.94 · 6 bedrooms · 1 bed · 6 baths,13449858,Yussouf,,Dakota,44.85745,-93.06175,Private room,250,1,16,2014-10-13,0.14,1,307,0,
2720490,Home in Eden Prairie · ★4.93 · 1 bedroom · 1 bed · 1 private bath,13195379,Marie,,Hennepin,44.84722,-93.4212,Private room,65,9,189,2023-10-30,1.62,1,352,9,
2776924,Home in Inver Grove Heights · ★4.86 · 6 bedrooms · 6 beds · 2.5 baths,1575131,Steve,,Dakota,44.87355,-93.07432,Entire home/apt,1879,2,280,2022-08-05,2.39,7,1,0,
2905607,Home in Minneapolis · ★4.52 · 1 bedroom · 2 beds · 2 shared baths,8562602,Christine,,Hennepin,44.95515,-93.28672,Private room,29,30,21,2023-07-07,0.18,7,293,2,
2913088,Home in Minneapolis · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,8562602,Christine,,Hennepin,44.95608,-93.28649,Private room,21,30,34,2023-10-02,0.29,7,365,2,
3031670,Townhouse in Minneapolis · ★4.53 · 2 bedrooms · 3 beds · 1 bath,6563029,Kirsten,,Hennepin,44.94651,-93.32101,Entire home/apt,64,30,17,2023-08-21,0.15,1,308,3,
3050591,Home in Stillwater · ★4.89 · 6 bedrooms · 7 beds · 3 baths,15530729,Kirk And Barb,,Washington,45.0441,-92.79706,Entire home/apt,857,2,57,2023-10-06,0.51,1,285,9,
3157497,Guesthouse in Howard Lake · ★4.95 · 1 bedroom · 1 bed · 1 bath,16021847,Christie,,Wright,45.05798,-94.04825,Entire home/apt,171,1,195,2023-10-16,1.84,1,340,49,
3192896,Bed and breakfast in Minneapolis · ★4.78 · 1 bedroom · 2 beds · 1 private bath,16183634,Valeria,,Hennepin,45.0216,-93.31893,Private room,80,1,59,2021-07-18,0.52,1,66,0,Exempt
3277237,Home in Minneapolis · ★4.94 · 2 bedrooms · 2 beds · 1 bath,16567737,"Renée, Tom And Mavis",,Hennepin,44.93623,-93.25394,Entire home/apt,89,2,241,2023-09-11,2.09,1,15,17,STR-527739
3371518,Cabin in Roseville · ★4.92 · 2 bedrooms · 3 beds · 1 bath,1746615,Sally,,Ramsey,45.02816,-93.12882,Entire home/apt,175,5,130,2023-09-27,1.14,1,346,5,
3393634,Rental unit in Minneapolis · ★4.55 · 3 bedrooms · 4 beds · 1 bath,6742086,Eliza,,Hennepin,44.97029,-93.29411,Entire home/apt,160,1,116,2023-09-24,1.02,2,76,1,LIC-358639
3558820,Home in Minneapolis · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,3803914,Jenny,,Hennepin,44.94528,-93.2542,Private room,41,1,234,2023-11-13,2.04,3,34,44,Exempt
3604782,Rental unit in Minneapolis · ★4.87 · 1 bedroom · 2 beds · 1 bath,3288529,Caroline,,Hennepin,44.93411,-93.23149,Entire home/apt,70,2,66,2023-10-22,2.22,3,0,13,Exempt
3705734,Home in Minneapolis · ★4.80 · 1 bedroom · 1 bed · 1 bath,18896308,Sandie,,Hennepin,44.96402,-93.32548,Private room,108,30,51,2018-08-31,0.45,2,364,0,
3733147,Home in Minneapolis · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,18813167,Karrie,,Hennepin,44.93301,-93.25176,Private room,52,12,55,2023-05-26,0.52,1,168,2,Exempt
3757083,Home in Minneapolis · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,3803914,Jenny,,Hennepin,44.94353,-93.25451,Private room,,1,144,2023-11-29,1.26,3,0,21,Exempt
3810235,Guest suite in Eagan · ★4.91 · 2 bedrooms · 2 beds · 1 bath,11032443,Rosemarie,,Dakota,44.84879,-93.17738,Entire home/apt,104,5,245,2022-10-15,2.17,1,172,0,
3820168,Home in Saint Paul · ★4.88 · 5 bedrooms · 8 beds · 3.5 baths,15489177,William,,Ramsey,44.989044189453125,-93.05083465576172,Entire home/apt,295,4,8,2023-07-04,0.16,6,327,3,20170004775
3889772,Home in Minneapolis · ★4.98 · 2 bedrooms · 2 beds · 1 private bath,8432798,Patrick,,Hennepin,44.967,-93.29154,Private room,99,3,165,2023-10-22,1.51,7,70,9,Exempt
3897562,Rental unit in Minneapolis · ★4.86 · 3 bedrooms · 3 beds · 1 bath,20178734,Beth,,Hennepin,44.92247,-93.31726,Entire home/apt,120,30,56,2023-07-14,0.71,1,149,2,STR-163547
3933498,Home in Saint Paul · ★4.74 · 4 bedrooms · 7 beds · 2 baths,8261233,Jane,,Washington,45.07412,-92.96099,Entire home/apt,206,1,135,2023-12-12,1.19,3,0,19,
3953873,Home in Hopkins · ★4.94 · 6 bedrooms · 8 beds · 5 baths,5431489,Daniel,,Hennepin,44.95939,-93.43054,Entire home/apt,192,1,70,2023-12-03,4.02,1,250,41,
3979748,Home in Minneapolis · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,10489654,Bill,,Hennepin,45.01033,-93.34458,Private room,52,1,81,2023-11-30,0.77,2,360,18,
3994544,Home in Annandale · ★4.87 · 3 bedrooms · 5 beds · 1.5 baths,20708508,Dan,,Wright,45.26503,-94.16563,Entire home/apt,457,5,31,2023-08-12,0.29,1,291,1,
3999659,Home in Minneapolis · ★4.96 · 1 bedroom · 1 bed · 1 bath,14455361,Diane,,Hennepin,44.94326,-93.32887,Private room,59,1,23,2019-06-15,0.22,1,206,0,
4010919,Home in Saint Paul · ★4.81 · 1 bedroom · 2 beds · 2 shared baths,15607705,Susan Legender,,Ramsey,44.94565,-93.13464,Private room,61,2,266,2023-11-23,2.37,2,350,30,20170004573
4025387,Home in Saint Paul · ★4.63 · 2 bedrooms · 5 beds · 1.5 baths,8261233,Jane,,Ramsey,44.95702,-93.02254,Entire home/apt,111,2,191,2023-10-25,1.70,3,348,13,
4040693,Rental unit in Minneapolis · ★4.33 · 1 bedroom · 1 bed · 1 bath,20950384,Andrew,,Hennepin,44.94852,-93.26581,Private room,1643,30,3,2015-06-01,0.03,1,365,0,
4086229,Rental unit in Minneapolis · ★4.79 · 1 bedroom · 1 bed · 1 bath,18896308,Sandie,,Hennepin,44.96397,-93.32528,Entire home/apt,140,365,14,2015-07-20,0.13,2,363,0,
4104927,Rental unit in Minneapolis · ★4.92 · 3 bedrooms · 4 beds · 2 baths,8432798,Patrick,,Hennepin,44.96713,-93.29513,Entire home/apt,135,3,171,2023-11-27,1.52,7,63,10,STR-115805
4105383,Rental unit in Minneapolis · ★4.91 · 1 bedroom · 1 bed · 1 bath,21221894,Cheri,,Hennepin,44.95535,-93.21338,Entire home/apt,68,7,129,2022-11-08,1.24,1,0,0,LIC-126903
4209697,Home in Minneapolis · ★4.97 · 2 bedrooms · 2 beds · 1 bath,8432798,Patrick,,Hennepin,44.96725,-93.29152,Entire home/apt,135,3,170,2023-10-22,1.52,7,56,14,STR-378882
4236515,Home in Saint Paul · ★4.96 · 3 bedrooms · 3 beds · 1 bath,21982142,Eric  & Vanessa,,Ramsey,44.92491,-93.16936,Entire home/apt,274,3,53,2023-11-25,0.74,4,183,24,
4321291,Home in Minneapolis · ★4.75 · 2 bedrooms · 2 beds · 1 bath,22436183,Kevin,,Hennepin,44.944504,-93.206009,Entire home/apt,93,2,214,2023-11-12,2.01,2,351,15,STR-366074
4524564,Home in Minneapolis · ★4.90 · 1 bedroom · 1 bed · 1 bath,1798214,Peter,,Hennepin,45.00673,-93.2601,Entire home/apt,96,2,606,2023-12-09,5.66,4,0,40,STR-400698
4589066,Rental unit in Minneapolis · ★4.94 · 3 bedrooms · 3 beds · 1 bath,23788274,Kimber,,Hennepin,44.96394,-93.22622,Entire home/apt,166,2,325,2023-11-26,2.98,1,339,44,Exempt
4645692,Home in Minneapolis · ★4.92 · Studio · 2 beds · 0 baths,24051954,Minnestay,,Hennepin,44.93681,-93.27792,Private room,149,2,74,2023-11-12,0.72,100,362,5,STR-768559
4663627,Cottage in Minneapolis · ★4.91 · 1 bedroom · 2 beds · 1 bath,1950187,Katie,,Hennepin,44.92866,-93.30868,Entire home/apt,169,2,337,2023-12-12,3.07,3,329,40,LIC-114245
4672390,Home in Saint Paul · ★4.90 · 4 bedrooms · 7 beds · 4 baths,24169985,Huy And Sheila,,Ramsey,44.93602,-93.08758,Entire home/apt,398,2,236,2023-12-03,2.18,1,308,27,
4909406,Home in Minneapolis · ★4.97 · 1 bedroom · 1 bed · 1 private bath,18474699,Byron,,Hennepin,44.91878,-93.28727,Private room,43,2,105,2023-09-10,1.07,1,9,11,STR-396881
4947334,Home in Minneapolis · ★4.96 · 3 bedrooms · 4 beds · 1 bath,173214839,Nick,,Hennepin,45.00141,-93.25145,Entire home/apt,140,2,166,2023-11-26,2.23,1,0,25,LIC-131952
4961364,Houseboat in Saint Paul · ★4.89 · 2 bedrooms · 2 beds · Half-bath,25576098,Chris,,Ramsey,44.89721,-93.1702,Entire home/apt,199,2,35,2019-10-13,0.34,1,180,0,FBL-30254-40664
5020644,Condo in Minneapolis · ★4.90 · 2 bedrooms · 2 beds · 2 baths,25903278,Cam,,Hennepin,44.97432,-93.2649,Entire home/apt,59,30,10,2023-08-31,0.09,1,362,3,
5082361,Guest suite in Saint Paul · ★4.89 · 1 bedroom · 1 bed · 1 bath,25539411,Jennifer,,Ramsey,44.93977,-93.11184,Entire home/apt,88,5,53,2023-10-01,0.50,1,362,4,20180000364
5178786,Home in Minneapolis · ★4.69 · 2 bedrooms · 2 beds · 1 bath,26765520,Josh,,Hennepin,45.01644,-93.24235,Entire home/apt,156,2,222,2023-09-30,2.06,1,205,16,STR-397074
5283428,Townhouse in Inver Grove Heights · ★4.94 · 1 bedroom · 1 bed · 1 private bath,27354026,Linda,,Dakota,44.82203,-93.03072,Private room,45,2,54,2023-08-31,0.52,1,259,2,
5381599,Cottage in Mound · ★4.92 · 2 bedrooms · 2 beds · 1 bath,6414591,Arlyn,,Hennepin,44.92293,-93.65099,Entire home/apt,235,2,118,2023-10-23,1.13,1,318,12,
5443081,Home in Minneapolis · ★4.92 · 4 bedrooms · 5 beds · 2 baths,28232050,Bridget,,Hennepin,44.91294,-93.28834,Entire home/apt,,30,12,2023-07-18,0.12,1,0,1,
5592705,Home in Saint Paul · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,1308897,Diane,,Ramsey,44.94104,-93.02191,Private room,85,1,47,2020-10-10,0.44,1,364,0,20190000216
5672880,Home in Falcon Heights · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,17793276,Jean,,Ramsey,44.99727,-93.17946,Private room,56,28,23,2023-10-25,0.22,2,261,4,
5684371,Townhouse in Eden Prairie · 1 bedroom · 3 beds · 3.5 baths,10488589,Mary & Andy,,Hennepin,44.82502,-93.47485,Private room,1000,3,0,,,1,0,0,
5690191,Home in Falcon Heights · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,17793276,Jean,,Ramsey,44.99858,-93.18148,Private room,56,28,31,2023-09-30,0.29,2,353,4,
5946613,Rental unit in Minneapolis · ★4.93 · 1 bedroom · 1 bed · 1 bath,30869840,Susan And Nick,,Hennepin,45.001373,-93.254028,Entire home/apt,89,2,271,2023-12-11,2.59,2,109,31,STR-396993
5959182,Home in Minneapolis · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,30224582,Christine & Alejandro,,Hennepin,44.92527,-93.28619,Private room,49,5,92,2023-11-20,0.89,2,254,8,Exempt
5959395,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6531080,Kirsten,,Hennepin,44.95672,-93.21896,Private room,39,100,30,2019-11-18,0.30,1,363,0,
5970717,Home in Minneapolis · 1 bedroom · 1 bed · 2 baths,30996301,John,,Hennepin,44.93549,-93.23448,Private room,82,30,0,,,1,365,0,
5987309,Home in Minneapolis · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,29812829,Thomas,,Hennepin,44.94088,-93.22902,Private room,89,2,78,2023-09-02,0.74,1,364,3,Exempt
6027977,Home in Minneapolis · ★4.78 · 1 bedroom · 1 bed · 1 bath,2680,Emily,,Hennepin,45.01022,-93.23527,Entire home/apt,117,1,142,2023-11-12,2.07,2,83,30,STR-111974
6040368,Townhouse in Minneapolis · ★4.89 · 2 bedrooms · 2 beds · 1 bath,20463893,Barbara,,Hennepin,44.92465,-93.28223,Entire home/apt,85,30,46,2022-11-07,0.44,1,134,0,STR-113940
6041315,Cabin in Excelsior · ★4.60 · 1 bedroom · 2 beds · 1 bath,7291344,Mia,,Hennepin,44.90353,-93.57054,Entire home/apt,,2,10,2021-08-15,0.10,2,0,0,
6064690,Home in Big Lake · ★4.93 · 2 bedrooms · 2 beds · 1.5 shared baths,26422295,James,,Sherburne,45.30274,-93.77652,Private room,60,1,42,2021-10-30,0.40,1,232,0,
6172334,Home in Minneapolis · 1 bedroom · 1 bed · 1 shared bath,32024489,Dana,,Hennepin,44.94686,-93.28552,Shared room,92,30,0,,,1,0,0,
6186653,Home in Minneapolis · ★5.0 · 2 bedrooms · 3 beds · 2 baths,31472069,Manish,,Hennepin,44.93849,-93.35361,Entire home/apt,599,14,10,2022-03-18,0.10,1,257,0,
6238600,Home in Saint Paul · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,12585390,Urban,,Ramsey,44.94362,-93.15139,Private room,85,1,36,2023-11-17,0.35,2,335,3,20170004580
6303600,Townhouse in Minneapolis · Studio · 1 bed · 1 bath,29950797,Kirk,,Hennepin,44.93504,-93.35422,Entire home/apt,2500,4,0,,,1,0,0,
6443154,Loft in Minneapolis · ★4.97 · 1 bedroom · 1 bed · 1 bath,20894194,Kristi,,Hennepin,44.94997,-93.29607,Entire home/apt,85,60,33,2023-06-27,0.38,1,232,1,
6474108,Home in Eagan · ★4.97 · 1 bedroom · 1 bed · 1 private bath,33077463,Elizabeth,,Dakota,44.78146,-93.22404,Private room,,1,61,2019-11-25,0.67,1,0,0,
6513836,Home in Richfield · ★4.59 · 1 bedroom · 1 bed · 1 bath,34058103,Chris,,Hennepin,44.87164,-93.29138,Entire home/apt,89,1,199,2023-01-02,1.94,1,357,1,
